Consultant,Client,Engagement,Position,TaskGroup,ReportDate,TaskDescription,BillableHours,NonBillableHours,BillingRate,Hours Bill,FirmSharePercent,Total Pay,Description_Time
,,,,,3/22/2017,Other,1.25,,$60.00 ,$75.00 ,50,$37.50 ,Record adjusting JE's for February.
,,,,,3/29/2017,Reconcile GL Accounts,1,,$60.00 ,$60.00 ,50,$30.00 ,Bank rec and month end communications
,,,,,3/30/2017,Reconcile GL Accounts,1.25,,$60.00 ,$75.00 ,50,$37.50 ,Bank recs and recurring JE's
,,,,,3/31/2017,Reconcile GL Accounts,2,0.5,$60.00 ,$120.00 ,50,$60.00 ,Payroll JE and report generation.
,,,,,4/3/2017,Reconcile GL Accounts,3.75,,$60.00 ,$225.00 ,50,$112.50 ,Month end AJE's
,,,,Monthly End Close Total,,,261.5,3.75,,"$15,690.00 ",,"$7,845.00 ",
,,,Accounting Manager Total,,,,262.5,3.75,,"$15,750.00 ",,"$7,875.00 ",
,,Van Controller Services Total,,,,,262.5,3.75,,"$15,750.00 ",,"$7,875.00 ",
,Van Foods Total,,,,,,262.5,3.75,,"$15,750.00 ",,"$7,875.00 ",
,Whiz Q,,,,,,,,,,,,
,,(blank),,,,,,,,,,,
,,,(blank),,,,,,,,,,
,,,,Monthly End Close,,,,,,,,,
,,,,,4/19/2017,Reconcile GL Accounts,0.75,,,,,,Review prior month
,,,,,4/23/2017,Reconcile GL Accounts,1.5,,,,,,AJE's
,,,,,4/30/2017,Reconcile GL Accounts,1.5,,,,,,Month end reports and JE's
,,,,,5/1/2017,Reconcile GL Accounts,1.25,,,,,,Bank Rec and JE's
,,,,,5/9/2017,Report Generation,2,,,,,,
,,,,,5/10/2017,Reconcile GL Accounts,0.75,,,,,,
,,,,,5/24/2017,Reconcile GL Accounts,0.5,,,,,,
,,,,,5/30/2017,Reconcile GL Accounts,1,,,,,,
,,,,,5/31/2017,Report Generation,0.5,,,,,,
,,,,,5/31/2017,Reconcile GL Accounts,1,,,,,,
,,,,,6/1/2017,Reconcile GL Accounts,4.25,,,,,,
,,,,,6/2/2017,Reconcile GL Accounts,1.25,,,,,,
,,,,,6/6/2017,Reconcile GL Accounts,0.5,,,,,,
,,,,,6/20/2017,Report Generation,1.25,,,,,,
,,,,,6/30/2017,Report Generation,0.75,,,,,,
,,,,,7/17/2017,Report Generation,0.5,,,,,,
,,,,,3/31/2017,Report Generation,0.5,0.5,,,,,Month end report generation
,,,,Monthly End Close Total,,,19.75,0.5,,,,,
,,,(blank) Total,,,,19.75,0.5,,,,,
,,(blank) Total,,,,,19.75,0.5,,,,,
,Whiz Q Total,,,,,,19.75,0.5,,,,,
Joel Willams Total,,,,,,,306.5,5.25,,"$15,810.00 ",,"$7,935.00 ",
Lee Nester,,,,,,,,,,,,,
,Aim High,,,,,,,,,,,,
,,Trampoline CFO,,,,,,,,,,,
,,,CFO_Lead,,,,,,,,,,
,,,,Monthly End Close,,,,,,,,,
,,,,,7/21/2017,Process Improvement,3.5,,$200.00 ,$700.00 ,35,$455.00 ,"Financial package review & meeting with Altitude, prep for meeting"
,,,,Monthly End Close Total,,,3.5,,,$700.00 ,,$455.00 ,
,,,,Planning & Projections,,,,,,,,,
,,,,,8/31/2017,Other,3,,$200.00 ,$600.00 ,35,$390.00 ,Aim High - Hainesport
,,,,,8/31/2017,Other,3,,$200.00 ,$600.00 ,35,$390.00 ,Aim High - Wilmington
,,,,Planning & Projections Total,,,6,,,"$1,200.00 ",,$780.00 ,
,,,CFO_Lead Total,,,,9.5,,,"$1,900.00 ",,"$1,235.00 ",
,,Trampoline CFO Total,,,,,9.5,,,"$1,900.00 ",,"$1,235.00 ",
,Aim High Total,,,,,,9.5,,,"$1,900.00 ",,"$1,235.00 ",
,Bag Corp,,,,,,,,,,,,
,,Bag - CFO,,,,,,,,,,,
,,,CFO_Lead,,,,,,,,,,
,,,,Client Meetings,,,,,,,,,
,,,,,3/23/2017,CEO,1,,$150.00 ,$150.00 ,30,$105.00 ,"Client meeting & email correspondence, bonus plan final analysis"
,,,,Client Meetings Total,,,1,,,$150.00 ,,$105.00 ,
,,,,Goals and Planning Assessment,,,,,,,,,
,,,,,3/22/2017,"Assess Future ""What if"" Value",3,,$150.00 ,$450.00 ,30,$315.00 ,Bonus plan analysis
,,,,Goals and Planning Assessment Total,,,3,,,$450.00 ,,$315.00 ,
,,,CFO_Lead Total,,,,4,,,$600.00 ,,$420.00 ,
,,Bag - CFO Total,,,,,4,,,$600.00 ,,$420.00 ,
,Bag Corp Total,,,,,,4,,,$600.00 ,,$420.00 ,
,EZ Bel Construction,,,,,,,,,,,,
,,EZ Bel CFO,,,,,,,,,,,
,,,CFO,,,,,,,,,,
,,,,Acquisition / Sell,,,,,,,,,
,,,,,6/7/2017,Due Diligence,2.5,,$200.00 ,$500.00 ,40,$300.00 ,"Review seller financials, analysis"
,,,,,6/8/2017,Due Diligence,3.5,,$200.00 ,$700.00 ,40,$420.00 ,"Analysis of Seller financials, introduction meeting with EZ Bel"
,,,,,6/11/2017,Due Diligence,8,,$200.00 ,"$1,600.00 ",40,$960.00 ,"Acquisition purchase analysis, valuation"
,,,,,6/12/2017,Due Diligence,3,,$200.00 ,$600.00 ,40,$360.00 ,"Acquisition purchase analysis, valuation"
,,,,,6/13/2017,Due Diligence,6,,$200.00 ,"$1,200.00 ",40,$720.00 ,"Acquisition purchase analysis, valuation"
,,,,,6/14/2017,Due Diligence,1,,$200.00 ,$200.00 ,40,$120.00 ,"Discussion with Seller's CPA, amended financials"
,,,,,6/16/2017,Due Diligence,5,,$200.00 ,"$1,000.00 ",40,$600.00 ,"Acquisition purchase analysis, valuation"
,,,,,6/19/2017,Due Diligence,3.5,,$200.00 ,$700.00 ,40,$420.00 ,"Purchase analysis, meeting with Stephen"
,,,,,6/20/2017,Due Diligence,3,,$200.00 ,$600.00 ,40,$360.00 ,Summary of terms
,,,,,6/23/2017,Due Diligence,2.5,,$200.00 ,$500.00 ,40,$300.00 ,Earn-out analysis and revised draft of summary of terms
,,,,,6/28/2017,Due Diligence,1,,$200.00 ,$200.00 ,40,$120.00 ,LOI review with lawyer
,,,,,7/13/2017,Due Diligence,2,,$200.00 ,$400.00 ,40,$240.00 ,"Emails, prep for, and actual kick-off due diligence call"
,,,,,7/14/2017,Due Diligence,1.5,,$200.00 ,$300.00 ,40,$180.00 ,"Emails with CPA, analysis"
,,,,,7/18/2017,Due Diligence,1.5,,$200.00 ,$300.00 ,40,$180.00 ,"Emails with Yaneiza, CPA"
,,,,,7/24/2017,Due Diligence,3.5,,$200.00 ,$700.00 ,40,$420.00 ,"Depreciation schedule build-out, emails with Yaneiza"
,,,,,7/26/2017,Due Diligence,0.25,,$200.00 ,$50.00 ,40,$30.00 ,Emails with Yaneiza
,,,,,7/27/2017,Due Diligence,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Review due diligence list
,,,,,7/28/2017,Due Diligence,1.5,,$200.00 ,$300.00 ,40,$180.00 ,Conference call with Yaneiza - due diligence review and follow up
,,,,,7/31/2017,Projections and Deal Book,7.5,,$200.00 ,"$1,500.00 ",40,$900.00 ,"3-year projections for Target, emails"
,,,,,8/4/2017,Due Diligence,2.5,,$200.00 ,$500.00 ,40,$300.00 ,Deal discussion & strategy
,,,,,8/7/2017,Due Diligence,4.5,,$200.00 ,$900.00 ,40,$540.00 ,Cash flow analysis of Badeco
,,,,,8/8/2017,Due Diligence,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Deal discussion & strategy
,,,,,8/17/2017,Due Diligence,4.75,,$200.00 ,$950.00 ,40,$570.00 ,Discussion with Stephen; liquidation analysis; discussion with lawyer; new deal structure analysis
,,,,,8/21/2017,Due Diligence,2.5,,$200.00 ,$500.00 ,40,$300.00 ,"Discussion with Yaneiza, Seller (Sonny), analysis"
,,,,,8/22/2017,Due Diligence,3.5,,$200.00 ,$700.00 ,40,$420.00 ,Analysis - cash flow of Badeco
,,,,,8/23/2017,Due Diligence,1.25,,$200.00 ,$250.00 ,40,$150.00 ,Discussion with Stephen; finalize cash flow of Badeco
,,,,,8/25/2017,Due Diligence,2.5,,$200.00 ,$500.00 ,40,$300.00 ,Timeline and action plan for Seller; updated cash flow and action items
,,,,,8/28/2017,Due Diligence,1.5,,$200.00 ,$300.00 ,40,$180.00 ,Updated cash flow for Seller; meeting with Stephen and Yaneiza
,,,,,9/5/2017,Due Diligence,2.25,,$200.00 ,$450.00 ,40,$270.00 ,"Talk with Stephen, review new numbers from Sonny"
,,,,,9/13/2017,Due Diligence,0.75,,$200.00 ,$150.00 ,40,$90.00 ,Email and analysis; thoughts on Badeco acquisition
,,,,,9/15/2017,Due Diligence,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Emails; thoughts on Badeco acquisition
,,,,,10/11/2017,Other,0.25,,$200.00 ,$50.00 ,40,$30.00 ,Discussion with Stephen; update on Badeco
,,,,Acquisition / Sell Total,,,84.5,,,"$16,900.00 ",,"$10,140.00 ",
,,,,Banking & Leasing,,,,,,,,,
,,,,,7/18/2017,Negotiate & Review Agreements,0.75,,$200.00 ,$150.00 ,40,$90.00 ,Discussion with Frost Bank
,,,,Banking & Leasing Total,,,0.75,,,$150.00 ,,$90.00 ,
,,,,Client Admin,,,,,,,,,
,,,,,7/12/2017,Email & Correspondence,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Emails about Badeco acquisition
,,,,,7/17/2017,Email & Correspondence,0.5,,$200.00 ,$100.00 ,40,$60.00 ,
,,,,Client Admin Total,,,1,,,$200.00 ,,$120.00 ,
,,,,Client Meetings,,,,,,,,,
,,,,,6/22/2017,Executive Team,1,,$200.00 ,$200.00 ,40,$120.00 ,"Acquisition discussion with CEO and Stephen, review summary of terms"
,,,,,6/26/2017,Executive Team,1.5,,$200.00 ,$300.00 ,40,$180.00 ,"Discussion with Stephen, work on detailed due diligence list"
,,,,,6/29/2017,Executive Team,0.25,,$200.00 ,$50.00 ,40,$30.00 ,Discussion with Stephen
,,,,,7/10/2017,CEO,0.25,,$200.00 ,$50.00 ,40,$30.00 ,Call with Stephen Park
,,,,,8/14/2017,Executive Team,3.5,,$200.00 ,$700.00 ,40,$420.00 ,"Meeting at EZ Bel offices, prep for meeting"
,,,,,9/6/2017,Executive Team,0.25,,$200.00 ,$50.00 ,40,$30.00 ,Discussion with Stephen & Michael
,,,,,9/8/2017,Executive Team,0.75,,$200.00 ,$150.00 ,40,$90.00 ,Email and discussion with Stephen
,,,,,10/30/2017,Accounting Staff,1,,$200.00 ,$200.00 ,40,$120.00 ,Meeting with Yaneiza to discuss package changes
,,,,Client Meetings Total,,,8.5,,,"$1,700.00 ",,"$1,020.00 ",
,,,,Monthly End Close,,,,,,,,,
,,,,,8/23/2017,Controller Review,1.25,,$200.00 ,$250.00 ,40,$150.00 ,Review July package with Patrick; transition meeting
,,,,,8/31/2017,Controller Review,1,,$200.00 ,$200.00 ,40,$120.00 ,Review July 2017 financial package
,,,,,9/12/2017,Controller Review,1,,$200.00 ,$200.00 ,40,$120.00 ,Discussion with Yaneiza re: monthly financial package
,,,,,9/14/2017,Controller Review,6,,$200.00 ,"$1,200.00 ",40,$720.00 ,Work on month end financial package
,,,,,9/19/2017,Report Generation,1.5,,$200.00 ,$300.00 ,40,$180.00 ,Month end package discussion & analysis
,,,,,9/21/2017,Report Generation,2.5,,$200.00 ,$500.00 ,40,$300.00 ,August financial package
,,,,,9/25/2017,Report Generation,5,,$200.00 ,"$1,000.00 ",40,$600.00 ,August financial package & bonding package
,,,,,9/26/2017,Report Generation,1.5,,$200.00 ,$300.00 ,40,$180.00 ,August financial package & bonding package follow up
,,,,,9/29/2017,Report Generation,1,,$200.00 ,$200.00 ,40,$120.00 ,August financial package & bonding package follow up
,,,,,10/5/2017,Report Generation,1,,$200.00 ,$200.00 ,40,$120.00 ,August financial package & bonding package - follow up
,,,,,10/12/2017,Report Generation,5,,$200.00 ,"$1,000.00 ",40,$600.00 ,September financial package - update model
,,,,,10/13/2017,Report Generation,3.5,,$200.00 ,$700.00 ,40,$420.00 ,September financial package - update model
,,,,,10/17/2017,Report Generation,2.5,,$200.00 ,$500.00 ,40,$300.00 ,September financial package & bonding package
,,,,,10/18/2017,Report Generation,2,,$200.00 ,$400.00 ,40,$240.00 ,September financial package & bonding package - edits
,,,,,10/30/2017,Report Generation,2,,$200.00 ,$400.00 ,40,$240.00 ,Work on new reports for November package
,,,,Monthly End Close Total,,,36.75,,,"$7,350.00 ",,"$4,410.00 ",
,,,CFO Total,,,,131.5,,,"$26,300.00 ",,"$15,780.00 ",
,,EZ Bel CFO Total,,,,,131.5,,,"$26,300.00 ",,"$15,780.00 ",
,EZ Bel Construction Total,,,,,,131.5,,,"$26,300.00 ",,"$15,780.00 ",
,"Fifer Renovations, LLC",,,,,,,,,,,,
,,Fifer CFO,,,,,,,,,,,
,,,CFO_Lead,,,,,,,,,,
,,,,Client Admin,,,,,,,,,
,,,,,9/15/2017,Other,12.5,,$200.00 ,"$2,500.00 ",40,"$1,500.00 ",1st 1/2 of monthly fee ($5000)
,,,,,9/30/2017,Other,12.5,,$200.00 ,"$2,500.00 ",40,"$1,500.00 ",50% of monthly rate ($5000)
,,,,,10/15/2017,Other,12.5,,$200.00 ,"$2,500.00 ",40,"$1,500.00 ",50% of monthly rate ($5000)
,,,,,10/31/2017,Other,12.5,,$200.00 ,"$2,500.00 ",40,"$1,500.00 ",50% of October monthly rate
,,,,Client Admin Total,,,50,,,"$10,000.00 ",,"$6,000.00 ",
,,,,Client Meetings,,,,,,,,,
,,,,,6/30/2017,Accounting Staff,18.75,,$200.00 ,"$3,750.00 ",40,"$2,250.00 ",Monthly Billing for 2nd half of June
,,,,,7/31/2017,Executive Team,18.75,,$200.00 ,"$3,750.00 ",40,"$2,250.00 ",2nd 1/2 of Monthly Fee for Jul 16-31
,,,,,8/15/2017,Executive Team,18.75,,$200.00 ,"$3,750.00 ",40,"$2,250.00 ",1st 1/2 of August fee ($7500)
,,,,,8/31/2017,Executive Team,18.75,,$200.00 ,"$3,750.00 ",40,"$2,250.00 ",2nd 1/2 of monthly billing
,,,,Client Meetings Total,,,75,,,"$15,000.00 ",,"$9,000.00 ",
,,,,Goals and Planning Assessment,,,,,,,,,
,,,,,4/30/2017,Plan of Action Define and Prioritze,18.75,,$200.00 ,"$3,750.00 ",40,"$2,250.00 ",1/2 monthly fee for 2nd half of April
,,,,Goals and Planning Assessment Total,,,18.75,,,"$3,750.00 ",,"$2,250.00 ",
,,,,Planning & Projections,,,,,,,,,
,,,,,5/15/2017,13 Week Short Term Cash Flow,18.75,,$200.00 ,"$3,750.00 ",40,"$2,250.00 ","13-week cash flow, management meetings, controls & strategy"
,,,,,5/31/2017,13 Week Short Term Cash Flow,18.75,,$200.00 ,"$3,750.00 ",40,"$2,250.00 ",Billing for 2nd half of May
,,,,,6/15/2017,13 Week Short Term Cash Flow,18.75,,$200.00 ,"$3,750.00 ",40,"$2,250.00 ",1/2 of Monthly Fee
,,,,,7/14/2017,AOP,18.75,,$200.00 ,"$3,750.00 ",40,"$2,250.00 ",Billing for 1st half of July 2017
,,,,Planning & Projections Total,,,75,,,"$15,000.00 ",,"$9,000.00 ",
,,,CFO_Lead Total,,,,218.75,,,"$43,750.00 ",,"$26,250.00 ",
,,Fifer CFO Total,,,,,218.75,,,"$43,750.00 ",,"$26,250.00 ",
,"Fifer Renovations, LLC Total",,,,,,218.75,,,"$43,750.00 ",,"$26,250.00 ",
,Growth Destiny LLC,,,,,,,,,,,,
,,Growth Destiny CFO,,,,,,,,,,,
,,,CFO_Lead,,,,,,,,,,
,,,,Acquisition / Sell,,,,,,,,,
,,,,,5/22/2017,Due Diligence,2.5,,$200.00 ,$500.00 ,40,$300.00 ,"Client meetings, research, and investment call"
,,,,,5/26/2017,Due Diligence,4.5,,$200.00 ,$900.00 ,40,$540.00 ,Investment research & analysis
,,,,,5/29/2017,Due Diligence,1,,$200.00 ,$200.00 ,40,$120.00 ,"Finalize research, client meeting"
,,,,,6/23/2017,Due Diligence,4,,$200.00 ,$800.00 ,40,$480.00 ,Complyify analysis & research
,,,,,3/17/2017,Due Diligence,2,,$200.00 ,$400.00 ,40,$240.00 ,SAFE due diligence
,,,,,3/20/2017,Due Diligence,5.5,,$200.00 ,"$1,100.00 ",40,$660.00 ,Immerss acquisition
,,,,,3/21/2017,Due Diligence,4.5,,$200.00 ,$900.00 ,40,$540.00 ,Immerss acquisition & analysis
,,,,Acquisition / Sell Total,,,24,,,"$4,800.00 ",,"$2,880.00 ",
,,,,Client Meetings,,,,,,,,,
,,,,,4/20/2017,CEO,0,1.5,$200.00 ,$0.00 ,40,$0.00 ,Lunch
,,,,,6/27/2017,CEO,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Discussion of Complyify
,,,,,3/22/2017,CEO,2,,$200.00 ,$400.00 ,40,$240.00 ,Discussion of Immerss investment
,,,,Client Meetings Total,,,2.5,1.5,,$500.00 ,,$300.00 ,
,,,CFO_Lead Total,,,,26.5,1.5,,"$5,300.00 ",,"$3,180.00 ",
,,Growth Destiny CFO Total,,,,,26.5,1.5,,"$5,300.00 ",,"$3,180.00 ",
,Growth Destiny LLC Total,,,,,,26.5,1.5,,"$5,300.00 ",,"$3,180.00 ",
,Link Staffing,,,,,,,,,,,,
,,Ft Worth Transaction,,,,,,,,,,,
,,,CFO_Lead,,,,,,,,,,
,,,,Acquisition / Sell,,,,,,,,,
,,,,,3/7/2017,Due Diligence,8,,$200.00 ,"$1,600.00 ",40,$960.00 ,Valuation analysis
,,,,,3/8/2017,Due Diligence,11.5,,$200.00 ,"$2,300.00 ",40,"$1,380.00 ",Valuation analysis
,,,,,3/9/2017,Due Diligence,8,,$200.00 ,"$1,600.00 ",40,$960.00 ,Valuation analysis & client meeting
,,,,,3/10/2017,Projections and Deal Book,6,,$200.00 ,"$1,200.00 ",40,$720.00 ,Assemble package for potential buyer
,,,,,3/11/2017,Projections and Deal Book,0.25,,$200.00 ,$50.00 ,40,$30.00 ,Email correspondence with potential buyer
,,,,,3/12/2017,Projections and Deal Book,0.25,,$200.00 ,$50.00 ,40,$30.00 ,Discussions with client
,,,,Acquisition / Sell Total,,,34,,,"$6,800.00 ",,"$4,080.00 ",
,,,CFO_Lead Total,,,,34,,,"$6,800.00 ",,"$4,080.00 ",
,,Ft Worth Transaction Total,,,,,34,,,"$6,800.00 ",,"$4,080.00 ",
,Link Staffing Total,,,,,,34,,,"$6,800.00 ",,"$4,080.00 ",
,Mallard Group,,,,,,,,,,,,
,,CFO,,,,,,,,,,,
,,,CFO_Lead,,,,,,,,,,
,,,,Acquisition / Sell,,,,,,,,,
,,,,,4/1/2017,Other,0,1.5,$200.00 ,$0.00 ,40,$0.00 ,Building valuation
,,,,Acquisition / Sell Total,,,0,1.5,,$0.00 ,,$0.00 ,
,,,,Banking & Leasing,,,,,,,,,
,,,,,4/4/2017,Source New Bank or Lender,0,1.5,$200.00 ,$0.00 ,40,$0.00 ,Credit card with bank - financials/tax returns
,,,,,4/7/2017,Source New Bank or Lender,0,1,$200.00 ,$0.00 ,40,$0.00 ,Credit card with bank - financials/tax returns
,,,,,4/10/2017,Source New Bank or Lender,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,Credit card with bank - discussions with bank
,,,,,5/3/2017,Covenant Review and Reporting,3,,$200.00 ,$600.00 ,40,$360.00 ,Bank presentation for Texas Security
,,,,,5/4/2017,Covenant Review and Reporting,4,,$200.00 ,$800.00 ,40,$480.00 ,"Bank presentation for Texas Security, bank meeting"
,,,,,5/7/2017,Negotiate & Review Agreements,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Review Amex credit request
,,,,,6/23/2017,Covenant Review and Reporting,0.25,,$200.00 ,$50.00 ,40,$30.00 ,Emails with Texas Security Bank
,,,,,6/26/2017,Covenant Review and Reporting,2.25,,$200.00 ,$450.00 ,40,$270.00 ,Monthly cash flow review and modeling
,,,,,6/29/2017,Covenant Review and Reporting,2,,$200.00 ,$400.00 ,40,$240.00 ,Preparation of bank presentation materials
,,,,,6/30/2017,Covenant Review and Reporting,2.5,,$200.00 ,$500.00 ,40,$300.00 ,Meeting with Texas Security and CEO
,,,,,7/12/2017,Covenant Review and Reporting,0.75,,$200.00 ,$150.00 ,40,$90.00 ,Real estate rent roll for bankers
,,,,,8/4/2017,Covenant Review and Reporting,1.5,,$200.00 ,$300.00 ,40,$180.00 ,"Monthly financials for bank, discussion with bank"
,,,,,8/15/2017,Covenant Review and Reporting,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Emails with bank
,,,,,8/25/2017,Covenant Review and Reporting,1,,$200.00 ,$200.00 ,40,$120.00 ,Emails to/from bank
,,,,,8/28/2017,Covenant Review and Reporting,1.5,,$200.00 ,$300.00 ,40,$180.00 ,Monthly financials for bank for 209 Properties
,,,,,9/11/2017,Source New Bank or Lender,2,,$200.00 ,$400.00 ,40,$240.00 ,Financials for factoring company
,,,,,9/13/2017,Source New Bank or Lender,1.25,,$200.00 ,$250.00 ,40,$150.00 ,Factoring analysis - Allied
,,,,,9/15/2017,Source New Bank or Lender,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Discussion with Allied
,,,,,9/19/2017,Other,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Discussion with Jordan re: Amex settlement
,,,,,9/25/2017,Source New Bank or Lender,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Application for Allied financing
,,,,,9/29/2017,Source New Bank or Lender,1.75,,$200.00 ,$350.00 ,40,$210.00 ,Allied A/P and other information request
,,,,,10/4/2017,Source New Bank or Lender,0.25,,$200.00 ,$50.00 ,40,$30.00 ,Allied (factoring) application
,,,,,10/12/2017,Source New Bank or Lender,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Discussion with Allied
,,,,,10/31/2017,Other,0.75,,$200.00 ,$150.00 ,40,$90.00 ,Discussion with Allied Funding
,,,,,3/30/2017,Expand Current Credit Line,0,2,$200.00 ,$0.00 ,40,$0.00 ,"Calls with bank, credit card application"
,,,,Banking & Leasing Total,,,27.75,5,,"$5,550.00 ",,"$3,330.00 ",
,,,,Client Admin,,,,,,,,,
,,,,,4/17/2017,Email & Correspondence,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,
,,,,,5/1/2017,Email & Correspondence,1,,$200.00 ,$200.00 ,40,$120.00 ,Client review of RFP
,,,,,6/15/2017,Email & Correspondence,0.5,,$200.00 ,$100.00 ,40,$60.00 ,"Emails, document review"
,,,,,7/14/2017,Email & Correspondence,0.75,,$200.00 ,$150.00 ,40,$90.00 ,PetsMart budget correspondence & recommendation
,,,,,8/24/2017,Email & Correspondence,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Email to CEO about legal strategy
,,,,Client Admin Total,,,2.75,0.5,,$550.00 ,,$330.00 ,
,,,,Client Meetings,,,,,,,,,
,,,,,4/6/2017,CEO,0,2,$200.00 ,$0.00 ,40,$0.00 ,Wallpaper installation discussions
,,,,,4/11/2017,Executive Team,0,5,$200.00 ,$0.00 ,40,$0.00 ,Meeting at client
,,,,,4/18/2017,CEO,0,2.5,$200.00 ,$0.00 ,40,$0.00 ,
,,,,,4/26/2017,CEO,0,4,$200.00 ,$0.00 ,40,$0.00 ,
,,,,,5/5/2017,CEO,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Discussions with Brian & Jordan
,,,,,6/14/2017,CEO,5,,$200.00 ,"$1,000.00 ",40,$600.00 ,"Cash flow review, management meeting"
,,,,,7/19/2017,Executive Team,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Amex discussion
,,,,,7/21/2017,CEO,1,,$200.00 ,$200.00 ,40,$120.00 ,Discussion with Brian and emails about Parking Guidance Systems
,,,,,7/27/2017,Executive Team,1,,$200.00 ,$200.00 ,40,$120.00 ,"Emails, discussion, analysis of Amex and creditors"
,,,,,9/8/2017,CEO,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Discussion with Brian; discussion with Ben at Texas Security
,,,,,9/14/2017,CEO,0.25,,$200.00 ,$50.00 ,40,$30.00 ,Discussion with Brian
,,,,,10/5/2017,CEO,0.25,,$200.00 ,$50.00 ,40,$30.00 ,Discussion with Brian
,,,,,10/10/2017,CEO,0.5,,$200.00 ,$100.00 ,40,$60.00 ,"Discussion with CEO, re-read PGS contract"
,,,,,10/11/2017,CEO,0.5,,$200.00 ,$100.00 ,40,$60.00 ,"Discussion with CEO, re: PGS"
,,,,,10/17/2017,CEO,1,,$200.00 ,$200.00 ,40,$120.00 ,"Discussion with CEO, re: PGS"
,,,,,10/23/2017,CEO,0.5,,$200.00 ,$100.00 ,40,$60.00 ,"Discussion with CEO, re: PGS"
,,,,,10/24/2017,CEO,1.5,,$200.00 ,$300.00 ,40,$180.00 ,Discussion with PGS & Brian (CEO)
,,,,,10/26/2017,Accounting Staff,0.25,,$200.00 ,$50.00 ,40,$30.00 ,Discussion with Jordan re: PGS
,,,,,10/31/2017,CEO,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Discussion with CEO re: PGS
,,,,,3/7/2017,CEO,0,1,$200.00 ,$0.00 ,40,$0.00 ,Analyze credit cards & options
,,,,,3/21/2017,CEO,0,0.5,$200.00 ,$0.00 ,40,$0.00 ,Phone call with CEO
,,,,,3/23/2017,CEO,0,3.5,$200.00 ,$0.00 ,40,$0.00 ,Personal finance discussion
,,,,Client Meetings Total,,,13.75,18.5,,"$2,750.00 ",,"$1,650.00 ",
,,,,Corporate Structure,,,,,,,,,
,,,,,7/6/2017,Other,1.5,,$200.00 ,$300.00 ,40,$180.00 ,"Review documents, emails and investigate GC contracts"
,,,,,7/10/2017,Other,2,,$200.00 ,$400.00 ,40,$240.00 ,"Discussion with lawyer re: corporate structure, monthly financials for bank"
,,,,Corporate Structure Total,,,3.5,,,$700.00 ,,$420.00 ,
,,,,Planning & Projections,,,,,,,,,
,,,,,4/26/2017,AOP,0,4,$200.00 ,$0.00 ,40,$0.00 ,2017 monthly cash flow
,,,,,5/1/2017,13 Week Short Term Cash Flow,3,,$200.00 ,$600.00 ,40,$360.00 ,Monthly cash flow review
,,,,,5/3/2017,Other,1.5,,$200.00 ,$300.00 ,40,$180.00 ,Negotiations & phone calls for new client
,,,,,5/25/2017,13 Week Short Term Cash Flow,2.5,,$200.00 ,$500.00 ,40,$300.00 ,Cash flow review
,,,,,7/26/2017,13 Week Short Term Cash Flow,0.5,,$200.00 ,$100.00 ,40,$60.00 ,Review weekly cash flow with Jordan
,,,,,3/6/2017,13 Week Short Term Cash Flow,0,6.5,$200.00 ,$0.00 ,40,$0.00 ,
,,,,,3/8/2017,13 Week Short Term Cash Flow,0,1.5,$200.00 ,$0.00 ,40,$0.00 ,
,,,,,3/13/2017,Other,0,5.5,$200.00 ,$0.00 ,40,$0.00 ,Analyze potential new project
,,,,,3/14/2017,Other,0,1.5,$200.00 ,$0.00 ,40,$0.00 ,Finalize model for Mattress Firm project
,,,,,3/15/2017,13 Week Short Term Cash Flow,0,1,$200.00 ,$0.00 ,40,$0.00 ,Personal finance planning for Mallards
,,,,,3/25/2017,Other,0,2,$200.00 ,$0.00 ,40,$0.00 ,Credit card analysis
,,,,,3/31/2017,13 Week Short Term Cash Flow,0,3,$200.00 ,$0.00 ,40,$0.00 ,
,,,,Planning & Projections Total,,,7.5,25,,"$1,500.00 ",,$900.00 ,
,,,,Vendor Management,,,,,,,,,
,,,,,7/24/2017,Vendor Negotiation/Meetings,1.5,,$200.00 ,$300.00 ,40,$180.00 ,Form completion & emails for Parking Guidance Systems
,,,,,7/25/2017,Vendor Negotiation/Meetings,1,,$200.00 ,$200.00 ,40,$120.00 ,Emails and forms for Parking Guidance Systems
